Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Kohl's,1189833,3/20/2021,West,California,Los Angeles,Men's Athletic Footwear,45.00,650,292500.00,73125.00,25%,Outlet
Kohl's,1189833,3/21/2021,West,California,Los Angeles,Women's Street Footwear,45.00,650,292500.00,117000.00,40%,Outlet
Kohl's,1189833,3/22/2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,550,247500.00,86625.00,35%,Outlet
Kohl's,1189833,3/23/2021,West,California,Los Angeles,Men's Apparel,50.00,425,212500.00,116875.00,55%,Outlet
Kohl's,1189833,4/6/2021,West,California,Los Angeles,Women's Apparel,45.00,625,281250.00,56250.00,20%,Outlet
Kohl's,1189833,4/7/2021,West,California,Los Angeles,Men's Street Footwear,45.00,800,360000.00,144000.00,40%,Outlet
Kohl's,1189833,4/8/2021,West,California,Los Angeles,Men's Athletic Footwear,50.00,600,300000.00,75000.00,25%,Outlet
Kohl's,1189833,4/9/2021,West,California,Los Angeles,Women's Street Footwear,50.00,625,312500.00,125000.00,40%,Outlet
Kohl's,1189833,4/10/2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,525,236250.00,82688.00,35%,Outlet
Kohl's,1189833,4/11/2021,West,California,Los Angeles,Men's Apparel,50.00,425,212500.00,116875.00,55%,Outlet
Kohl's,1189833,4/12/2021,West,California,Los Angeles,Women's Apparel,65.00,600,390000.00,78000.00,20%,Outlet
Kohl's,1189833,4/13/2021,West,California,Los Angeles,Men's Street Footwear,45.00,800,360000.00,144000.00,40%,Outlet
Kohl's,1189833,4/14/2021,West,California,Los Angeles,Men's Athletic Footwear,50.00,650,325000.00,81250.00,25%,Outlet
Kohl's,1189833,4/15/2021,West,California,Los Angeles,Women's Street Footwear,50.00,650,325000.00,130000.00,40%,Outlet
Kohl's,1189833,4/16/2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,550,247500.00,86625.00,35%,Outlet
Kohl's,1189833,4/17/2021,West,California,Los Angeles,Men's Apparel,50.00,450,225000.00,123750.00,55%,Outlet
Kohl's,1189833,4/18/2021,West,California,Los Angeles,Women's Apparel,65.00,625,406250.00,81250.00,20%,Outlet
Kohl's,1189833,4/19/2021,West,California,Los Angeles,Men's Street Footwear,45.00,900,405000.00,162000.00,40%,Outlet
Kohl's,1189833,4/20/2021,West,California,Los Angeles,Men's Athletic Footwear,50.00,750,375000.00,93750.00,25%,Outlet
Kohl's,1189833,4/21/2021,West,California,Los Angeles,Women's Street Footwear,50.00,750,375000.00,150000.00,40%,Outlet
Kohl's,1189833,4/22/2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,625,281250.00,98438.00,35%,Outlet
Kohl's,1189833,4/23/2021,West,California,Los Angeles,Men's Apparel,50.00,500,250000.00,137500.00,55%,Outlet
Kohl's,1189833,4/24/2021,West,California,Los Angeles,Women's Apparel,65.00,800,520000.00,104000.00,20%,Outlet
Kohl's,1189833,4/25/2021,West,California,Los Angeles,Men's Street Footwear,45.00,950,427500.00,171000.00,40%,Outlet
Kohl's,1189833,4/26/2021,West,California,Los Angeles,Men's Athletic Footwear,50.00,800,400000.00,100000.00,25%,Outlet
Kohl's,1189833,4/27/2021,West,California,Los Angeles,Women's Street Footwear,50.00,750,375000.00,150000.00,40%,Outlet
Kohl's,1189833,4/28/2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,650,292500.00,102375.00,35%,Outlet
Kohl's,1189833,4/29/2021,West,California,Los Angeles,Men's Apparel,50.00,700,350000.00,192500.00,55%,Outlet
Kohl's,1189833,4/30/2021,West,California,Los Angeles,Women's Apparel,65.00,700,455000.00,91000.00,20%,Outlet
Kohl's,1189833,5/1/2021,West,California,Los Angeles,Men's Street Footwear,50.00,900,450000.00,180000.00,40%,Outlet
Kohl's,1189833,5/2/2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,850,467500.00,116875.00,25%,Outlet
Kohl's,1189833,5/3/2021,West,California,Los Angeles,Women's Street Footwear,50.00,725,362500.00,145000.00,40%,Outlet
Kohl's,1189833,5/4/2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,675,337500.00,118125.00,35%,Outlet
Kohl's,1189833,5/5/2021,West,California,Los Angeles,Men's Apparel,60.00,675,405000.00,222750.00,55%,Outlet
Kohl's,1189833,5/6/2021,West,California,Los Angeles,Women's Apparel,65.00,650,422500.00,84500.00,20%,Outlet
Kohl's,1189833,5/7/2021,West,California,Los Angeles,Men's Street Footwear,50.00,850,425000.00,170000.00,40%,Outlet
Kohl's,1189833,5/8/2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,850,467500.00,116875.00,25%,Outlet
Kohl's,1189833,5/9/2021,West,California,Los Angeles,Women's Street Footwear,50.00,700,350000.00,140000.00,40%,Outlet
Kohl's,1189833,5/10/2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,650,325000.00,113750.00,35%,Outlet
Kohl's,1189833,5/11/2021,West,California,Los Angeles,Men's Apparel,60.00,650,390000.00,214500.00,55%,Outlet
Kohl's,1189833,5/12/2021,West,California,Los Angeles,Women's Apparel,65.00,700,455000.00,91000.00,20%,Outlet
Kohl's,1189833,5/13/2021,West,California,Los Angeles,Men's Street Footwear,50.00,800,400000.00,160000.00,40%,Outlet
Kohl's,1189833,5/14/2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,800,440000.00,110000.00,25%,Outlet
Kohl's,1189833,5/15/2021,West,California,Los Angeles,Women's Street Footwear,50.00,650,325000.00,130000.00,40%,Outlet
Kohl's,1189833,5/16/2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,625,312500.00,109375.00,35%,Outlet
Kohl's,1189833,5/17/2021,West,California,Los Angeles,Men's Apparel,60.00,600,360000.00,198000.00,55%,Outlet
Kohl's,1189833,5/18/2021,West,California,Los Angeles,Women's Apparel,65.00,650,422500.00,84500.00,20%,Outlet
Kohl's,1189833,5/19/2021,West,California,Los Angeles,Men's Street Footwear,50.00,825,412500.00,165000.00,40%,Outlet
Kohl's,1189833,5/20/2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,825,453750.00,113438.00,25%,Outlet
Kohl's,1189833,5/21/2021,West,California,Los Angeles,Women's Street Footwear,50.00,675,337500.00,135000.00,40%,Outlet
Kohl's,1189833,5/22/2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,650,325000.00,113750.00,35%,Outlet
Kohl's,1189833,5/23/2021,West,California,Los Angeles,Men's Apparel,60.00,600,360000.00,198000.00,55%,Outlet
Kohl's,1189833,5/24/2021,West,California,Los Angeles,Women's Apparel,65.00,700,455000.00,91000.00,20%,Outlet
Kohl's,1189833,5/25/2021,West,California,Los Angeles,Men's Street Footwear,50.00,900,450000.00,180000.00,40%,Outlet
Kohl's,1189833,5/26/2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,900,495000.00,123750.00,25%,Outlet
Kohl's,1189833,5/27/2021,West,California,Los Angeles,Women's Street Footwear,50.00,700,350000.00,140000.00,40%,Outlet
Kohl's,1189833,5/28/2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,700,350000.00,122500.00,35%,Outlet
Kohl's,1189833,5/29/2021,West,California,Los Angeles,Men's Apparel,60.00,625,375000.00,206250.00,55%,Outlet
Kohl's,1189833,5/30/2021,West,California,Los Angeles,Women's Apparel,65.00,725,471250.00,94250.00,20%,Outlet
Foot Locker,1185732,5/31/2021,West,California,Los Angeles,Men's Street Footwear,45.00,475,213750.00,85500.00,40%,Outlet
Foot Locker,1185732,6/1/2021,West,California,Los Angeles,Men's Athletic Footwear,45.00,275,123750.00,43313.00,35%,Outlet
Foot Locker,1185732,6/2/2021,West,California,Los Angeles,Women's Street Footwear,35.00,275,96250.00,33688.00,35%,Outlet
Foot Locker,1185732,6/3/2021,West,California,Los Angeles,Women's Athletic Footwear,40.00,125,50000.00,20000.00,40%,Outlet
Foot Locker,1185732,6/4/2021,Midwest,Illinois,Chicago,Men's Apparel,55.00,175,96250.00,33688.00,35%,Outlet
Foot Locker,1185732,6/5/2021,Midwest,Illinois,Chicago,Women's Apparel,45.00,275,123750.00,61875.00,50%,Outlet
Foot Locker,1185732,6/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,45.00,525,236250.00,94500.00,40%,Outlet
Foot Locker,1185732,6/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,175,78750.00,27563.00,35%,Outlet
Foot Locker,1185732,6/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,35.00,225,78750.00,27563.00,35%,Outlet
Foot Locker,1185732,6/9/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,100,40000.00,16000.00,40%,Outlet
Foot Locker,1185732,6/10/2021,Midwest,Illinois,Chicago,Men's Apparel,55.00,175,96250.00,33688.00,35%,Outlet
Foot Locker,1185732,6/11/2021,Midwest,Illinois,Chicago,Women's Apparel,45.00,275,123750.00,61875.00,50%,Outlet
Foot Locker,1185732,6/12/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,495,247500.00,99000.00,40%,Outlet
Foot Locker,1185732,6/13/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,200,100000.00,35000.00,35%,Outlet
Foot Locker,1185732,6/14/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,225,90000.00,31500.00,35%,Outlet
Foot Locker,1185732,6/15/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.00,75,33750.00,13500.00,40%,Outlet
Foot Locker,1185732,6/16/2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,125,75000.00,26250.00,35%,Outlet
Foot Locker,1185732,6/17/2021,Midwest,Illinois,Chicago,Women's Apparel,50.00,225,112500.00,56250.00,50%,Outlet
Foot Locker,1185732,6/18/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,450,225000.00,90000.00,40%,Outlet
Foot Locker,1185732,6/19/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,150,75000.00,26250.00,35%,Outlet
Foot Locker,1185732,6/20/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,150,60000.00,21000.00,35%,Outlet
Foot Locker,1185732,6/21/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.00,75,33750.00,13500.00,40%,Outlet
Foot Locker,1185732,6/22/2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,100,60000.00,21000.00,35%,Outlet
Foot Locker,1185732,6/23/2021,Midwest,Illinois,Chicago,Women's Apparel,50.00,225,112500.00,56250.00,50%,Outlet
Foot Locker,1185732,6/24/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60.00,495,297000.00,118800.00,40%,Outlet
Foot Locker,1185732,6/25/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,55.00,200,110000.00,38500.00,35%,Outlet
Foot Locker,1185732,6/26/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,175,87500.00,30625.00,35%,Outlet
Foot Locker,1185732,6/27/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.00,100,50000.00,20000.00,40%,Outlet
Foot Locker,1185732,6/28/2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,125,75000.00,26250.00,35%,Outlet
Foot Locker,1185732,6/29/2021,Midwest,Illinois,Chicago,Women's Apparel,65.00,250,162500.00,81250.00,50%,Outlet
Foot Locker,1185732,6/30/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,500,250000.00,100000.00,40%,Outlet
Foot Locker,1185732,7/1/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,250,112500.00,39375.00,35%,Outlet
Foot Locker,1185732,7/2/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,200,80000.00,28000.00,35%,Outlet
Foot Locker,1185732,7/3/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,175,70000.00,28000.00,40%,Outlet
Foot Locker,1185732,7/4/2021,Midwest,Illinois,Chicago,Men's Apparel,50.00,175,87500.00,30625.00,35%,Outlet
Foot Locker,1185732,7/5/2021,Midwest,Illinois,Chicago,Women's Apparel,55.00,350,192500.00,96250.00,50%,Outlet
Foot Locker,1185732,7/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,575,287500.00,115000.00,40%,Outlet
Foot Locker,1185732,7/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,325,146250.00,51188.00,35%,Outlet
Foot Locker,1185732,7/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,250,100000.00,35000.00,35%,Outlet
Foot Locker,1185732,7/9/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,200,80000.00,32000.00,40%,Outlet
Foot Locker,1185732,7/10/2021,Midwest,Illinois,Chicago,Men's Apparel,50.00,225,112500.00,39375.00,35%,Outlet
Foot Locker,1185732,7/11/2021,Midwest,Illinois,Chicago,Women's Apparel,55.00,400,220000.00,110000.00,50%,Outlet
Foot Locker,1185732,7/12/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,550,275000.00,110000.00,40%,Outlet
Foot Locker,1185732,7/13/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,325,146250.00,51188.00,35%,Outlet
Foot Locker,1185732,7/14/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,250,100000.00,35000.00,35%,Outlet
Foot Locker,1185732,7/15/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,225,90000.00,36000.00,40%,Outlet
Foot Locker,1185732,7/16/2021,Midwest,Illinois,Chicago,Men's Apparel,50.00,200,100000.00,35000.00,35%,Outlet
Foot Locker,1185732,7/17/2021,Midwest,Illinois,Chicago,Women's Apparel,55.00,375,206250.00,103125.00,50%,Outlet
Foot Locker,1185732,7/18/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,500,250000.00,100000.00,40%,Outlet
Foot Locker,1185732,7/19/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,300,135000.00,47250.00,35%,Outlet
Foot Locker,1185732,7/20/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,200,80000.00,28000.00,35%,Outlet
Foot Locker,1185732,7/21/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,175,70000.00,28000.00,40%,Outlet
Foot Locker,1185732,7/22/2021,Midwest,Illinois,Chicago,Men's Apparel,50.00,175,87500.00,30625.00,35%,Outlet
Foot Locker,1185732,7/23/2021,Midwest,Illinois,Chicago,Women's Apparel,55.00,250,137500.00,68750.00,50%,Outlet
Foot Locker,1185732,7/24/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60.00,425,255000.00,102000.00,40%,Outlet
Foot Locker,1185732,7/25/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,250,125000.00,43750.00,35%,Outlet
Foot Locker,1185732,7/26/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,150,75000.00,26250.00,35%,Outlet
Foot Locker,1185732,7/27/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.00,125,62500.00,25000.00,40%,Outlet
Foot Locker,1185732,7/28/2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,125,75000.00,26250.00,35%,Outlet
Foot Locker,1185732,7/29/2021,Midwest,Illinois,Chicago,Women's Apparel,65.00,250,162500.00,81250.00,50%,Outlet
Foot Locker,1185732,7/30/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60.00,400,240000.00,96000.00,40%,Outlet
Foot Locker,1185732,7/31/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,250,125000.00,43750.00,35%,Outlet
Foot Locker,1185732,8/1/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,195,97500.00,34125.00,35%,Outlet
Foot Locker,1185732,8/2/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.00,175,87500.00,35000.00,40%,Outlet
Foot Locker,1185732,8/3/2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,150,90000.00,31500.00,35%,Outlet
Foot Locker,1185732,8/4/2021,Midwest,Illinois,Chicago,Women's Apparel,65.00,250,162500.00,81250.00,50%,Outlet
Foot Locker,1185732,8/5/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60.00,500,300000.00,120000.00,40%,Outlet
Foot Locker,1185732,8/6/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,300,150000.00,52500.00,35%,Outlet
Foot Locker,1185732,8/7/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,250,125000.00,43750.00,35%,Outlet
Foot Locker,1185732,8/8/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.00,200,100000.00,40000.00,40%,Outlet
Foot Locker,1185732,8/9/2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,200,120000.00,42000.00,35%,Outlet
Foot Locker,1185732,8/10/2021,Midwest,Illinois,Chicago,Women's Apparel,65.00,300,195000.00,97500.00,50%,Outlet
Sports Direct,1197831,8/11/2021,Midwest,Illinois,Chicago,Men's Street Footwear,20.00,725,145000.00,43500.00,30%,Outlet
Sports Direct,1197831,8/12/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,30.00,725,217500.00,65250.00,30%,Outlet
Sports Direct,1197831,8/13/2021,Midwest,Illinois,Chicago,Women's Street Footwear,30.00,525,157500.00,47250.00,30%,Outlet
Sports Direct,1197831,8/14/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,35.00,525,183750.00,73500.00,40%,Outlet
Sports Direct,1197831,8/15/2021,South,Texas,Dallas,Men's Apparel,40.00,375,150000.00,37500.00,25%,Outlet
Sports Direct,1197831,8/16/2021,South,Texas,Dallas,Women's Apparel,35.00,525,183750.00,82688.00,45%,Outlet
Sports Direct,1197831,8/17/2021,South,Texas,Dallas,Men's Street Footwear,25.00,675,168750.00,50625.00,30%,Outlet
Sports Direct,1197831,8/18/2021,South,Texas,Dallas,Men's Athletic Footwear,35.00,650,227500.00,68250.00,30%,Outlet
Sports Direct,1197831,8/19/2021,South,Texas,Dallas,Women's Street Footwear,35.00,475,166250.00,49875.00,30%,Outlet
Sports Direct,1197831,8/20/2021,South,Texas,Dallas,Women's Athletic Footwear,35.00,425,148750.00,59500.00,40%,Outlet
Sports Direct,1197831,8/21/2021,South,Texas,Dallas,Men's Apparel,40.00,300,120000.00,30000.00,25%,Outlet
Sports Direct,1197831,8/22/2021,South,Texas,Dallas,Women's Apparel,35.00,500,175000.00,78750.00,45%,Outlet
Sports Direct,1197831,8/23/2021,South,Texas,Dallas,Men's Street Footwear,30.00,675,202500.00,70875.00,35%,Outlet
Sports Direct,1197831,8/24/2021,South,Texas,Dallas,Men's Athletic Footwear,40.00,675,270000.00,94500.00,35%,Outlet
Sports Direct,1197831,8/25/2021,South,Texas,Dallas,Women's Street Footwear,30.00,500,150000.00,52500.00,35%,Outlet
Sports Direct,1197831,8/26/2021,South,Texas,Dallas,Women's Athletic Footwear,35.00,400,140000.00,63000.00,45%,Outlet
Sports Direct,1197831,8/27/2021,South,Texas,Dallas,Men's Apparel,40.00,300,120000.00,36000.00,30%,Outlet
Sports Direct,1197831,8/28/2021,South,Texas,Dallas,Women's Apparel,35.00,450,157500.00,78750.00,50%,Outlet
Sports Direct,1197831,8/29/2021,South,Texas,Dallas,Men's Street Footwear,20.00,700,140000.00,49000.00,35%,Outlet
Sports Direct,1197831,8/30/2021,South,Texas,Dallas,Men's Athletic Footwear,30.00,700,210000.00,73500.00,35%,Outlet
Sports Direct,1197831,8/31/2021,South,Texas,Dallas,Women's Street Footwear,25.00,525,131250.00,45938.00,35%,Outlet
Sports Direct,1197831,9/1/2021,South,Texas,Dallas,Women's Athletic Footwear,30.00,425,127500.00,57375.00,45%,Outlet
Sports Direct,1197831,9/2/2021,South,Texas,Dallas,Men's Apparel,35.00,325,113750.00,34125.00,30%,Outlet
Sports Direct,1197831,9/3/2021,South,Texas,Dallas,Women's Apparel,30.00,600,180000.00,90000.00,50%,Outlet
Sports Direct,1197831,9/4/2021,South,Texas,Dallas,Men's Street Footwear,20.00,750,150000.00,52500.00,35%,Outlet
Sports Direct,1197831,9/5/2021,South,Texas,Dallas,Men's Athletic Footwear,30.00,775,232500.00,81375.00,35%,Outlet
Sports Direct,1197831,9/6/2021,South,Texas,Dallas,Women's Street Footwear,25.00,625,156250.00,54688.00,35%,Outlet
Sports Direct,1197831,9/7/2021,South,Texas,Dallas,Women's Athletic Footwear,35.00,550,192500.00,86625.00,45%,Outlet
Sports Direct,1197831,9/8/2021,South,Texas,Dallas,Men's Apparel,50.00,450,225000.00,67500.00,30%,Outlet
